Date,Time,Order,Payment,Card,CardType,Item,TotalPrice,Phone,Firstname,Lastname,Staff
2024-10-20,14:28:46,20241020003,card,3746-2293-2416-5470,americanexpress,Ayam Balado,13,89597887,Thorin,Lally,STAFF-01
2024-10-20,14:28:46,20241020003,card,3746-2293-2416-5470,americanexpress,Bun Cha,13,89597887,Thorin,Lally,STAFF-03
2024-10-20,15:52:45,20241020004,card,4041-5914-4224-6220,visa,Rinderrouladen,7.0,81299138,Alvis,Cudby,STAFF-02
2024-10-20,15:52:45,20241020004,card,4041-5914-4224-6220,visa,Rinderrouladen,7.0,81299138,Alvis,Cudby,STAFF-02
2024-10-20,16:45:10,20241020005,card,3742-8820-3543-1020,americanexpress,Rendang,12,,,,STAFF-04
2024-10-20,16:45:10,20241020005,card,3742-8820-3543-1020,americanexpress,Rendang,12,,,,STAFF-05
2024-10-20,16:45:10,20241020005,card,3742-8820-3543-1020,americanexpress,Rendang,12,,,,STAFF-05
2024-10-20,17:27:06,20241020006,card,4240-0272-8781-0000,visa,Rendang,8,92517062,Abbie,Temblett,STAFF-06
2024-10-20,17:27:06,20241020006,card,4240-0272-8781-0000,visa,Rendang,8,92517062,Abbie,Temblett,STAFF-06
2024-10-20,18:34:16,20241020007,card,5100-1491-9212-0304,mastercard,Sauerbraten,8,97691181,Jecho,Sirkett,STAFF-07
2024-10-20,18:34:16,20241020007,card,5100-1491-9212-0304,mastercard,Sauerbraten,8,97691181,Jecho,Sirkett,STAFF-09
2024-10-20,21:14:18,20241020008,card,3742-8364-4796-4190,americanexpress,Ayam Balado,4,,,,STAFF-08
2024-10-20,21:15:18,20241020009,card,4041-3757-8014-5000,visa,Bun Cha,3,,,,STAFF-11
2024-10-20,21:17:27,20241020010,card,4041-5909-3764-0491,visa,Sauerbraten,12,88322679,Gene,Gosnall,STAFF-12
2024-10-20,21:17:27,20241020010,card,4041-5909-3764-0491,visa,Sauerbraten,12,88322679,Gene,Gosnall,STAFF-12
2024-10-20,21:17:27,20241020010,card,4041-5909-3764-0491,visa,Sauerbraten,12,88322679,Gene,Gosnall,STAFF-12
2024-10-20,21:25:00,20241020011,card,5010-1252-6527-1884,mastercard,Rendang,4,,,,STAFF-10
2024-10-20,22:17:29,20241020012,card,5010-1283-0463-9129,mastercard,Palak Paneer,8,,,,STAFF-03
2024-10-20,22:17:29,20241020012,card,5010-1283-0463-9129,mastercard,Palak Paneer,8,,,,STAFF-03
2024-10-21,07:48:43,20241021001,card,4041-3760-6529-8000,visa,Rendang,12,81163343,Molli,Bullon,STAFF-01
2024-10-21,07:48:43,20241021001,card,4041-3760-6529-8000,visa,Rendang,12,81163343,Molli,Bullon,STAFF-01
2024-10-21,07:48:43,20241021001,card,4041-3760-6529-8000,visa,Rendang,12,81163343,Molli,Bullon,STAFF-01
2024-10-21,08:19:56,20241021002,card,5010-1239-6095-0191,mastercard,Rendang,14,96297154,Collete,Print,STAFF-04
2024-10-21,08:19:56,20241021002,card,5010-1239-6095-0191,mastercard,Rendang,14,96297154,Collete,Print,STAFF-04
2024-10-21,08:19:56,20241021002,card,5010-1239-6095-0191,mastercard,Rendang,14,96297154,Collete,Print,STAFF-04
2024-10-21,08:19:56,20241021002,card,5010-1239-6095-0191,mastercard,Rendang,14,96297154,Collete,Print,STAFF-04
2024-10-21,09:04:54,20241021003,card,3742-8885-6143-7470,americanexpress,Rinderrouladen,7.0,83724113,Elia,Debnam,STAFF-02
2024-10-21,09:04:54,20241021003,card,3742-8885-6143-7470,americanexpress,Rinderrouladen,7.0,83724113,Elia,Debnam,STAFF-02
2024-10-21,09:34:26,20241021004,card,5302-5829-3170-9035,mastercard,Rendang,12,,,,STAFF-05
2024-10-21,09:34:26,20241021004,card,5302-5829-3170-9035,mastercard,Rendang,12,,,,STAFF-05
2024-10-21,09:34:26,20241021004,card,5302-5829-3170-9035,mastercard,Rendang,12,,,,STAFF-05
2024-10-21,10:25:09,20241021005,card,4354-9160-6859-3000,visa,Gudeg,3,99511476,Sean,Bickardike,STAFF-06
2024-10-21,10:41:45,20241021006,card,3746-2275-6435-3000,americanexpress,Bun Cha,10,83756798,Constantine,Euesden,STAFF-07
2024-10-21,10:41:45,20241021006,card,3746-2275-6435-3000,americanexpress,Bun Cha,10,83756798,Constantine,Euesden,STAFF-07
2024-10-21,10:41:45,20241021006,card,3746-2275-6435-3000,americanexpress,Bun Cha,10,83756798,Constantine,Euesden,STAFF-07
2024-10-21,10:41:45,20241021006,card,3746-2275-6435-3000,americanexpress,Bun Cha,10,83756798,Constantine,Euesden,STAFF-08
2024-10-21,11:27:42,20241021007,card,5048-3757-8606-2124,mastercard,Thunder Tea Rice,8.0,96356677,Ramon,Spargo,STAFF-11
2024-10-21,11:27:42,20241021007,card,5048-3757-8606-2124,mastercard,Thunder Tea Rice,8.0,96356677,Ramon,Spargo,STAFF-11
2024-10-21,11:27:42,20241021007,card,5048-3757-8606-2124,mastercard,Thunder Tea Rice,8.0,96356677,Ramon,Spargo,STAFF-11
2024-10-21,11:27:42,20241021007,card,5048-3757-8606-2124,mastercard,Thunder Tea Rice,8.0,96356677,Ramon,Spargo,STAFF-11
2024-10-21,12:40:24,20241021008,card,4873-6584-3754-5990,visa,Palak Paneer,4,88256654,Halsy,Sandey,STAFF-12
2024-10-21,14:42:56,20241021009,card,5428-2392-5961-1983,mastercard,Rendang,8,97254358,Lyle,Beresford,STAFF-09
2024-10-21,14:42:56,20241021009,card,5428-2392-5961-1983,mastercard,Rendang,8,97254358,Lyle,Beresford,STAFF-09
2024-10-21,14:43:58,20241021010,card,5311-6710-3484-0901,mastercard,Rendang,4,89224024,Doro,Powell,STAFF-10
2024-10-21,15:27:02,20241021011,card,5100-1494-1606-6887,mastercard,Rinderrouladen,10.5,96294268,Jone,Gallemore,STAFF-01
2024-10-21,15:27:02,20241021011,card,5100-1494-1606-6887,mastercard,Rinderrouladen,10.5,96294268,Jone,Gallemore,STAFF-01
2024-10-21,15:27:02,20241021011,card,5100-1494-1606-6887,mastercard,Rinderrouladen,10.5,96294268,Jone,Gallemore,STAFF-01
2024-10-21,15:39:05,20241021012,card,5440-7935-8670-8288,mastercard,Bun Cha,3,84253221,Dennis,Cattermole,STAFF-03
2024-10-21,16:42:57,20241021013,card,5364-6096-7594-1048,mastercard,Sauerbraten,8,85812180,Austin,Reyna,STAFF-02
2024-10-21,16:42:57,20241021013,card,5364-6096-7594-1048,mastercard,Sauerbraten,8,85812180,Austin,Reyna,STAFF-02
2024-10-21,16:55:23,20241021014,card,5100-1454-4661-0843,mastercard,Rendang,4,,,,STAFF-04
2024-10-21,19:21:13,20241021015,card,4041-5928-6525-7629,visa,Ayam Balado,16,,,,STAFF-05
2024-10-21,19:21:13,20241021015,card,4041-5928-6525-7629,visa,Ayam Balado,16,,,,STAFF-05
2024-10-21,19:21:13,20241021015,card,4041-5928-6525-7629,visa,Ayam Balado,16,,,,STAFF-05
2024-10-21,19:21:13,20241021015,card,4041-5928-6525-7629,visa,Ayam Balado,16,,,,STAFF-05
2024-10-21,21:05:36,20241021016,card,4017-9564-0683-9000,visa,Rendang,12,,,,STAFF-06
2024-10-21,21:05:36,20241021016,card,4017-9564-0683-9000,visa,Rendang,12,,,,STAFF-06
2024-10-21,21:05:36,20241021016,card,4017-9564-0683-9000,visa,Rendang,12,,,,STAFF-06
2024-10-21,22:30:44,20241021017,card,3742-8364-4796-4190,americanexpress,Ayam Balado,22,93924304,Dorie,Flicker,STAFF-08
2024-10-21,22:30:44,20241021017,card,3742-8364-4796-4190,americanexpress,Ayam Balado,22,93924304,Dorie,Flicker,STAFF-08
2024-10-21,22:30:44,20241021017,card,3742-8364-4796-4190,americanexpress,Sauerbraten,22,93924304,Dorie,Flicker,STAFF-07
2024-10-21,22:30:44,20241021017,card,3742-8364-4796-4190,americanexpress,Sauerbraten,22,93924304,Dorie,Flicker,STAFF-07
2024-10-21,22:30:44,20241021017,card,3742-8364-4796-4190,americanexpress,Sauerbraten,22,93924304,Dorie,Flicker,STAFF-07
2024-10-21,22:30:44,20241021017,card,3742-8364-4796-4190,americanexpress,Sauerbraten,22,93924304,Dorie,Flicker,STAFF-07
2024-10-22,07:33:00,20241022001,card,4041-3760-6529-8000,visa,Palak Paneer,8,81163343,Molli,Bullon,STAFF-11
2024-10-22,07:33:00,20241022001,card,4041-3760-6529-8000,visa,Rendang,8,81163343,Molli,Bullon,STAFF-09
2024-10-22,08:25:32,20241022002,card,5383-3716-3629-3251,mastercard,Rinderrouladen,3.5,81535117,Karla,Culleford,STAFF-12
2024-10-22,09:17:50,20241022003,card,4017-9515-5787-5000,visa,Bun Cha,9,,,,STAFF-03
2024-10-22,09:17:50,20241022003,card,4017-9515-5787-5000,visa,Bun Cha,9,,,,STAFF-03
2024-10-22,09:17:50,20241022003,card,4017-9515-5787-5000,visa,Bun Cha,9,,,,STAFF-03
2024-10-22,10:51:32,20241022004,card,4041-3769-2999-8000,visa,Bun Cha,14.5,99684941,Elonore,Lenin,STAFF-05
2024-10-22,10:51:32,20241022004,card,4041-3769-2999-8000,visa,Bun Cha,14.5,99684941,Elonore,Lenin,STAFF-05
2024-10-22,10:51:32,20241022004,card,4041-3769-2999-8000,visa,Bun Cha,14.5,99684941,Elonore,Lenin,STAFF-05
2024-10-22,10:51:32,20241022004,card,4041-3769-2999-8000,visa,Thunder Tea Rice,14.5,99684941,Elonore,Lenin,STAFF-02
2024-10-22,10:51:32,20241022004,card,4041-3769-2999-8000,visa,Thunder Tea Rice,14.5,99684941,Elonore,Lenin,STAFF-02
2024-10-22,10:51:32,20241022004,card,4041-3769-2999-8000,visa,Thunder Tea Rice,14.5,99684941,Elonore,Lenin,STAFF-02
2024-10-22,18:07:03,20241022005,card,4067-3146-3371-5000,visa,Gudeg,6,97148252,Kaitlynn,Peacock,STAFF-10
2024-10-22,18:07:03,20241022005,card,4067-3146-3371-5000,visa,Gudeg,6,97148252,Kaitlynn,Peacock,STAFF-10
2024-10-22,19:46:39,20241022006,card,4240-0272-8781-0000,visa,Ayam Balado,14,92517062,Abbie,Temblett,STAFF-01
2024-10-22,19:46:39,20241022006,card,4240-0272-8781-0000,visa,Ayam Balado,14,92517062,Abbie,Temblett,STAFF-01
2024-10-22,19:46:39,20241022006,card,4240-0272-8781-0000,visa,Rendang,14,92517062,Abbie,Temblett,STAFF-04
2024-10-22,19:46:39,20241022006,card,4240-0272-8781-0000,visa,Rendang,14,92517062,Abbie,Temblett,STAFF-04
2024-10-23,07:58:07,20241023001,card,4041-3760-6529-8000,visa,Rendang,12,81163343,Molli,Bullon,STAFF-06
2024-10-23,07:58:07,20241023001,card,4041-3760-6529-8000,visa,Rendang,12,81163343,Molli,Bullon,STAFF-06
2024-10-23,07:58:07,20241023001,card,4041-3760-6529-8000,visa,Rendang,12,81163343,Molli,Bullon,STAFF-06
2024-10-23,08:45:15,20241023002,card,5383-3716-3629-3251,mastercard,Rinderrouladen,3.5,81535117,Karla,Culleford,STAFF-07
2024-10-23,10:24:58,20241023003,card,3746-2275-6435-3000,americanexpress,Bun Cha,6,83756798,Constantine,Euesden,STAFF-08
2024-10-23,10:24:58,20241023003,card,3746-2275-6435-3000,americanexpress,Bun Cha,6,83756798,Constantine,Euesden,STAFF-08
2024-10-23,12:31:05,20241023004,card,3746-2237-7755-4170,americanexpress,Rinderrouladen,7.0,,,,STAFF-09
2024-10-23,12:31:05,20241023004,card,3746-2237-7755-4170,americanexpress,Rinderrouladen,7.0,,,,STAFF-09
2024-10-23,16:20:02,20241023005,card,4041-3739-2299-8640,visa,Rinderrouladen,10.5,,,,STAFF-11
2024-10-23,16:20:02,20241023005,card,4041-3739-2299-8640,visa,Rinderrouladen,10.5,,,,STAFF-11
2024-10-23,16:20:02,20241023005,card,4041-3739-2299-8640,visa,Rinderrouladen,10.5,,,,STAFF-12
2024-10-23,16:42:30,20241023006,card,3402-1220-8229-5340,americanexpress,Palak Paneer,4,,,,STAFF-03
2024-10-23,17:02:46,20241023007,card,5048-3710-2248-3497,mastercard,Thunder Tea Rice,7.5,87829519,Tome,Druett,STAFF-02
2024-10-23,17:02:46,20241023007,card,5048-3710-2248-3497,mastercard,Thunder Tea Rice,7.5,87829519,Tome,Druett,STAFF-02
2024-10-23,17:02:46,20241023007,card,5048-3710-2248-3497,mastercard,Thunder Tea Rice,7.5,87829519,Tome,Druett,STAFF-02
2024-10-23,18:58:59,20241023008,card,5002-3569-0363-0476,mastercard,Palak Paneer,14,86779254,Marcus,Ortell,STAFF-06
2024-10-23,18:58:59,20241023008,card,5002-3569-0363-0476,mastercard,Palak Paneer,14,86779254,Marcus,Ortell,STAFF-06
2024-10-23,18:58:59,20241023008,card,5002-3569-0363-0476,mastercard,Palak Paneer,14,86779254,Marcus,Ortell,STAFF-06
2024-10-23,18:58:59,20241023008,card,5002-3569-0363-0476,mastercard,Sauerbraten,14,86779254,Marcus,Ortell,STAFF-01
2024-10-23,21:57:21,20241023009,card,5108-7587-0495-2004,mastercard,Rinderrouladen,7.0,,,,STAFF-04
2024-10-23,21:57:21,20241023009,card,5108-7587-0495-2004,mastercard,Rinderrouladen,7.0,,,,STAFF-04
2024-10-23,21:58:24,20241023010,card,5154-6270-8338-5289,mastercard,Ayam Balado,4,91586932,Sanson,Dark,STAFF-10
2024-10-23,22:23:38,20241023011,card,5408-4331-8974-1622,mastercard,Rendang,14,92233484,Lyndy,Hail,STAFF-05
2024-10-23,22:23:38,20241023011,card,5408-4331-8974-1622,mastercard,Rendang,14,92233484,Lyndy,Hail,STAFF-05
2024-10-23,22:23:38,20241023011,card,5408-4331-8974-1622,mastercard,Rendang,14,92233484,Lyndy,Hail,STAFF-05
2024-10-23,22:23:38,20241023011,card,5408-4331-8974-1622,mastercard,Rendang,14,92233484,Lyndy,Hail,STAFF-05
2024-10-24,12:07:47,20241024001,card,4017-9532-8451-2491,visa,Gudeg,3,,,,STAFF-07
2024-10-24,13:24:00,20241024002,card,4017-9522-6682-5830,visa,Palak Paneer,4,,,,STAFF-08
2024-10-24,14:09:47,20241024003,card,3402-1220-8229-5340,americanexpress,Palak Paneer,8,,,,STAFF-11
2024-10-24,14:09:47,20241024003,card,3402-1220-8229-5340,americanexpress,Palak Paneer,8,,,,STAFF-11
2024-10-24,14:49:02,20241024004,card,3723-0157-9023-8640,americanexpress,Ayam Balado,12,81245574,Jeffy,Santen,STAFF-09
2024-10-24,14:49:02,20241024004,card,3723-0157-9023-8640,americanexpress,Rendang,12,81245574,Jeffy,Santen,STAFF-10
2024-10-24,14:49:02,20241024004,card,3723-0157-9023-8640,americanexpress,Rendang,12,81245574,Jeffy,Santen,STAFF-10
2024-10-24,15:47:33,20241024005,card,3742-8820-3543-1020,americanexpress,Rendang,16,,,,STAFF-01
2024-10-24,15:47:33,20241024005,card,3742-8820-3543-1020,americanexpress,Rendang,16,,,,STAFF-01
2024-10-24,15:47:33,20241024005,card,3742-8820-3543-1020,americanexpress,Rendang,16,,,,STAFF-12
2024-10-24,15:47:33,20241024005,card,3742-8820-3543-1020,americanexpress,Rendang,16,,,,STAFF-12
2024-10-24,18:53:47,20241024006,card,5311-3953-2767-0383,mastercard,Gudeg,13,98491128,Mikol,Flattman,STAFF-03
2024-10-24,18:53:47,20241024006,card,5311-3953-2767-0383,mastercard,Gudeg,13,98491128,Mikol,Flattman,STAFF-03
2024-10-24,18:53:47,20241024006,card,5311-3953-2767-0383,mastercard,Gudeg,13,98491128,Mikol,Flattman,STAFF-04
2024-10-24,18:53:47,20241024006,card,5311-3953-2767-0383,mastercard,Gudeg,13,98491128,Mikol,Flattman,STAFF-04
2024-10-24,18:53:47,20241024006,card,5311-3953-2767-0383,mastercard,Gudeg,13,98491128,Mikol,Flattman,STAFF-04
2024-10-24,19:50:19,20241024007,card,4240-0272-8781-0000,visa,Rendang,12,92517062,Abbie,Temblett,STAFF-05
2024-10-24,19:50:19,20241024007,card,4240-0272-8781-0000,visa,Rendang,12,92517062,Abbie,Temblett,STAFF-05
2024-10-24,19:50:19,20241024007,card,4240-0272-8781-0000,visa,Rendang,12,92517062,Abbie,Temblett,STAFF-05
2024-10-24,20:44:11,20241024008,card,5108-7532-7459-8048,mastercard,Gudeg,3,,,,STAFF-06
2024-10-24,21:14:45,20241024009,card,3379-4105-1936-1500,americanexpress,Ayam Balado,12,87795988,Austen,Clulow,STAFF-07
2024-10-24,21:14:45,20241024009,card,3379-4105-1936-1500,americanexpress,Ayam Balado,12,87795988,Austen,Clulow,STAFF-08
2024-10-24,21:14:45,20241024009,card,3379-4105-1936-1500,americanexpress,Ayam Balado,12,87795988,Austen,Clulow,STAFF-08
2024-10-24,21:56:20,20241024010,card,5048-3763-7230-6263,mastercard,Ayam Balado,14,87716995,Judd,Powdrill,STAFF-09
2024-10-24,21:56:20,20241024010,card,5048-3763-7230-6263,mastercard,Palak Paneer,14,87716995,Judd,Powdrill,STAFF-11
2024-10-24,21:56:20,20241024010,card,5048-3763-7230-6263,mastercard,Palak Paneer,14,87716995,Judd,Powdrill,STAFF-11
2024-10-24,21:56:20,20241024010,card,5048-3763-7230-6263,mastercard,Palak Paneer,14,87716995,Judd,Powdrill,STAFF-11
2024-10-25,07:38:11,20241025001,card,4041-3760-6529-8000,visa,Palak Paneer,12,81163343,Molli,Bullon,STAFF-12
2024-10-25,07:38:11,20241025001,card,4041-3760-6529-8000,visa,Palak Paneer,12,81163343,Molli,Bullon,STAFF-12
2024-10-25,07:38:11,20241025001,card,4041-3760-6529-8000,visa,Palak Paneer,12,81163343,Molli,Bullon,STAFF-12
2024-10-25,07:45:23,20241025002,card,4041-3769-2999-8000,visa,Thunder Tea Rice,2.5,99684941,Elonore,Lenin,STAFF-02
2024-10-25,08:10:05,20241025003,card,5131-6580-5864-1727,mastercard,Rendang,14,95803218,Kassie,Dorow,STAFF-10
2024-10-25,08:10:05,20241025003,card,5131-6580-5864-1727,mastercard,Sauerbraten,14,95803218,Kassie,Dorow,STAFF-01
2024-10-25,08:10:05,20241025003,card,5131-6580-5864-1727,mastercard,Sauerbraten,14,95803218,Kassie,Dorow,STAFF-01
2024-10-25,08:10:05,20241025003,card,5131-6580-5864-1727,mastercard,Sauerbraten,14,95803218,Kassie,Dorow,STAFF-01
2024-10-25,08:18:50,20241025004,card,4041-5952-0037-5394,visa,Sauerbraten,4,,,,STAFF-02
2024-10-25,10:03:28,20241025005,card,3730-7145-8910-0490,americanexpress,Gudeg,10,87861698,Mirilla,Kummerlowe,STAFF-03
2024-10-25,10:03:28,20241025005,card,3730-7145-8910-0490,americanexpress,Gudeg,10,87861698,Mirilla,Kummerlowe,STAFF-04
2024-10-25,10:03:28,20241025005,card,3730-7145-8910-0490,americanexpress,Gudeg,10,87861698,Mirilla,Kummerlowe,STAFF-04
2024-10-25,10:03:28,20241025005,card,3730-7145-8910-0490,americanexpress,Gudeg,10,87861698,Mirilla,Kummerlowe,STAFF-04
2024-10-25,10:51:01,20241025006,card,5383-3716-3629-3251,mastercard,Rinderrouladen,7.0,81535117,Karla,Culleford,STAFF-05
2024-10-25,10:51:01,20241025006,card,5383-3716-3629-3251,mastercard,Rinderrouladen,7.0,81535117,Karla,Culleford,STAFF-05
2024-10-25,11:49:43,20241025007,card,5100-1491-9212-0304,mastercard,Sauerbraten,22,97691181,Jecho,Sirkett,STAFF-06
2024-10-25,11:49:43,20241025007,card,5100-1491-9212-0304,mastercard,Sauerbraten,22,97691181,Jecho,Sirkett,STAFF-06
2024-10-25,11:49:43,20241025007,card,5100-1491-9212-0304,mastercard,Sauerbraten,22,97691181,Jecho,Sirkett,STAFF-06
2024-10-25,11:49:43,20241025007,card,5100-1491-9212-0304,mastercard,Sauerbraten,22,97691181,Jecho,Sirkett,STAFF-06
2024-10-25,11:49:43,20241025007,card,5100-1491-9212-0304,mastercard,Sauerbraten,22,97691181,Jecho,Sirkett,STAFF-07
2024-10-25,11:49:43,20241025007,card,5100-1491-9212-0304,mastercard,Sauerbraten,22,97691181,Jecho,Sirkett,STAFF-07
2024-10-25,12:06:50,20241025008,card,3746-2275-6435-3000,americanexpress,Bun Cha,3,83756798,Constantine,Euesden,STAFF-08
2024-10-25,12:40:37,20241025009,card,3746-2276-8410-9290,americanexpress,Rendang,8,,,,STAFF-09
2024-10-25,12:40:37,20241025009,card,3746-2276-8410-9290,americanexpress,Rendang,8,,,,STAFF-09
2024-10-25,14:23:17,20241025010,card,3427-1956-3482-0840,americanexpress,Palak Paneer,4,,,,STAFF-11
2024-10-25,22:19:24,20241025011,card,5134-4429-6769-9580,mastercard,Ayam Balado,6.5,,,,STAFF-10
2024-10-25,22:19:24,20241025011,card,5134-4429-6769-9580,mastercard,Thunder Tea Rice,6.5,,,,STAFF-12
2024-10-26,07:49:59,20241026001,card,5108-7526-6734-5793,mastercard,Palak Paneer,4,81028400,Magnum,Gouldstraw,STAFF-03
2024-10-26,08:41:45,20241026002,card,3746-2275-6435-3000,americanexpress,Bun Cha,3,83756798,Constantine,Euesden,STAFF-05
2024-10-26,08:53:00,20241026003,card,4041-5969-9003-6000,visa,Palak Paneer,8,96781802,Baxie,Alcalde,STAFF-06
2024-10-26,08:53:00,20241026003,card,4041-5969-9003-6000,visa,Palak Paneer,8,96781802,Baxie,Alcalde,STAFF-06
2024-10-26,10:24:38,20241026004,card,4041-3723-0818-9000,visa,Gudeg,6,87226750,Jasun,Gyse,STAFF-01
2024-10-26,10:24:38,20241026004,card,4041-3723-0818-9000,visa,Gudeg,6,87226750,Jasun,Gyse,STAFF-01
2024-10-26,12:18:09,20241026005,card,5002-3569-0363-0476,mastercard,Sauerbraten,4,86779254,Marcus,Ortell,STAFF-02
2024-10-26,13:03:31,20241026006,card,4041-5983-0901-2116,visa,Rendang,12,,,,STAFF-04
2024-10-26,13:03:31,20241026006,card,4041-5983-0901-2116,visa,Rendang,12,,,,STAFF-04
2024-10-26,13:03:31,20241026006,card,4041-5983-0901-2116,visa,Rendang,12,,,,STAFF-04
2024-10-26,14:34:59,20241026007,card,5383-3716-3629-3251,mastercard,Rendang,7.5,81535117,Karla,Culleford,STAFF-07
2024-10-26,14:34:59,20241026007,card,5383-3716-3629-3251,mastercard,Rinderrouladen,7.5,81535117,Karla,Culleford,STAFF-09
2024-10-26,15:05:22,20241026008,card,3746-2275-6435-3000,americanexpress,Bun Cha,6,83756798,Constantine,Euesden,STAFF-08
2024-10-26,15:05:22,20241026008,card,3746-2275-6435-3000,americanexpress,Bun Cha,6,83756798,Constantine,Euesden,STAFF-11
2024-10-26,15:38:29,20241026009,card,5007-6680-2121-2945,mastercard,Rendang,8,,,,STAFF-10
2024-10-26,15:38:29,20241026009,card,5007-6680-2121-2945,mastercard,Rendang,8,,,,STAFF-12
2024-10-26,15:52:02,20241026010,card,3723-0118-5377-2580,americanexpress,Rinderrouladen,3.5,81099774,Avram,Summerbell,STAFF-01
2024-10-26,15:53:22,20241026011,card,3742-8831-6607-1410,americanexpress,Rinderrouladen,3.5,91279152,Ermengarde,Consterdine,STAFF-02
2024-10-26,19:19:21,20241026012,card,3742-8805-0275-5760,americanexpress,Palak Paneer,8,,,,STAFF-03
2024-10-26,19:19:21,20241026012,card,3742-8805-0275-5760,americanexpress,Palak Paneer,8,,,,STAFF-03
2024-10-26,20:34:47,20241026013,card,4017-9597-3426-0000,visa,Rinderrouladen,3.5,98813611,Basilius,Ties,STAFF-04
2024-10-27,11:01:57,20241027001,card,4017-9528-3811-7724,visa,Rinderrouladen,3.5,85821788,Susana,Brothwood,STAFF-05
2024-10-27,12:53:26,20241027002,card,5383-3716-3629-3251,mastercard,Rendang,13.5,81535117,Karla,Culleford,STAFF-06
2024-10-27,12:53:26,20241027002,card,5383-3716-3629-3251,mastercard,Rendang,13.5,81535117,Karla,Culleford,STAFF-06
2024-10-27,12:53:26,20241027002,card,5383-3716-3629-3251,mastercard,Rendang,13.5,81535117,Karla,Culleford,STAFF-06
2024-10-27,12:53:26,20241027002,card,5383-3716-3629-3251,mastercard,Rinderrouladen,13.5,81535117,Karla,Culleford,STAFF-07
2024-10-27,13:43:47,20241027003,card,3723-0166-6622-5940,americanexpress,Palak Paneer,4,,,,STAFF-08
2024-10-27,16:17:06,20241027004,card,4240-0272-8781-0000,visa,Rendang,4,92517062,Abbie,Temblett,STAFF-09
2024-10-28,07:46:28,20241028001,card,4041-3760-6529-8000,visa,Palak Paneer,12,81163343,Molli,Bullon,STAFF-11
2024-10-28,07:46:28,20241028001,card,4041-3760-6529-8000,visa,Palak Paneer,12,81163343,Molli,Bullon,STAFF-11
2024-10-28,07:46:28,20241028001,card,4041-3760-6529-8000,visa,Palak Paneer,12,81163343,Molli,Bullon,STAFF-11
2024-10-28,08:01:12,20241028002,card,4004-2200-8242-2000,visa,Gudeg,6,89501314,Cherie,Schinetti,STAFF-10
2024-10-28,08:01:12,20241028002,card,4004-2200-8242-2000,visa,Gudeg,6,89501314,Cherie,Schinetti,STAFF-10
2024-10-28,08:35:03,20241028003,card,3730-7145-8910-0490,americanexpress,Rendang,12,87861698,Mirilla,Kummerlowe,STAFF-12
2024-10-28,08:35:03,20241028003,card,3730-7145-8910-0490,americanexpress,Rendang,12,87861698,Mirilla,Kummerlowe,STAFF-12
2024-10-28,08:35:03,20241028003,card,3730-7145-8910-0490,americanexpress,Rendang,12,87861698,Mirilla,Kummerlowe,STAFF-12
2024-10-28,09:15:43,20241028004,card,3746-2269-3305-0870,americanexpress,Rinderrouladen,10.5,95507273,Connie,Staite,STAFF-01
2024-10-28,09:15:43,20241028004,card,3746-2269-3305-0870,americanexpress,Rinderrouladen,10.5,95507273,Connie,Staite,STAFF-01
2024-10-28,09:15:43,20241028004,card,3746-2269-3305-0870,americanexpress,Rinderrouladen,10.5,95507273,Connie,Staite,STAFF-01
2024-10-28,11:42:36,20241028005,card,3742-8389-7060-0750,americanexpress,Rendang,18,91857749,Sadye,Cattemull,STAFF-03
2024-10-28,11:42:36,20241028005,card,3742-8389-7060-0750,americanexpress,Rendang,18,91857749,Sadye,Cattemull,STAFF-03
2024-10-28,11:42:36,20241028005,card,3742-8389-7060-0750,americanexpress,Rendang,18,91857749,Sadye,Cattemull,STAFF-04
2024-10-28,11:42:36,20241028005,card,3742-8389-7060-0750,americanexpress,Rendang,18,91857749,Sadye,Cattemull,STAFF-04
2024-10-28,11:42:36,20241028005,card,3742-8389-7060-0750,americanexpress,Rendang,18,91857749,Sadye,Cattemull,STAFF-04
2024-10-28,12:01:36,20241028006,card,5342-5130-8250-3366,mastercard,Ayam Balado,11.0,,,,STAFF-05
2024-10-28,12:01:36,20241028006,card,5342-5130-8250-3366,mastercard,Rinderrouladen,11.0,,,,STAFF-02
2024-10-28,12:01:36,20241028006,card,5342-5130-8250-3366,mastercard,Rinderrouladen,11.0,,,,STAFF-02
2024-10-28,12:21:30,20241028007,card,5100-1492-3534-4028,mastercard,Palak Paneer,4,,,,STAFF-06
2024-10-28,14:10:55,20241028008,card,3723-0118-5377-2580,americanexpress,Rinderrouladen,7.0,81099774,Avram,Summerbell,STAFF-07
2024-10-28,14:10:55,20241028008,card,3723-0118-5377-2580,americanexpress,Rinderrouladen,7.0,81099774,Avram,Summerbell,STAFF-09
2024-10-28,14:31:00,20241028009,card,3379-4194-8415-6990,americanexpress,Rinderrouladen,7.0,,,,STAFF-11
2024-10-28,14:31:00,20241028009,card,3379-4194-8415-6990,americanexpress,Rinderrouladen,7.0,,,,STAFF-11
2024-10-28,16:01:21,20241028010,card,5007-6615-0943-7076,mastercard,Rendang,12,97134739,Shandeigh,Gilbank,STAFF-08
2024-10-28,16:01:21,20241028010,card,5007-6615-0943-7076,mastercard,Rendang,12,97134739,Shandeigh,Gilbank,STAFF-08
